'sample interval','BP'
11995,112.996
11996,112.348
11997,111.829
11998,111.570
11999,111.311
12000,110.793
12001,110.274
12002,109.886
12003,109.627
12004,108.979
12005,108.719
12006,108.201
12007,108.201
12008,107.553
12009,107.164
12010,106.646
12011,106.387
12012,105.998
12013,105.609
12014,105.350
12015,104.962
12016,104.702
12017,104.573
12018,103.925
12019,103.795
12020,103.795
12021,103.536
12022,103.018
12023,102.888
12024,102.888
12025,102.500
12026,102.240
12027,102.500
12028,102.111
12029,102.111
12030,101.852
12031,101.981
12032,101.852
12033,101.592
12034,101.592
12035,101.333
12036,101.463
12037,100.945
12038,100.945
12039,100.815
12040,100.815
12041,100.426
12042,100.297
12043,100.167
12044,100.037
12045,99.908
12046,99.649
12047,99.260
12048,99.130
12049,99.001
12050,99.001
12051,98.482
12052,98.353
12053,97.835
12054,97.835
12055,97.705
12056,97.316
12057,97.316
12058,96.798
12059,96.798
12060,96.539
12061,96.280
12062,95.761
12063,95.502
12064,95.113
12065,95.243
12066,94.984
12067,94.725
12068,94.595
12069,94.595
12070,94.206
12071,94.336
12072,94.206
12073,94.077
12074,94.077
12075,94.206
12076,94.077
12077,94.206
12078,94.206
12079,94.595
12080,94.854
12081,95.372
12082,96.409
12083,97.575
12084,99.001
12085,100.945
12086,103.407
12087,105.739
12088,108.460
12089,111.441
12090,114.810
12091,118.179
12092,121.548
12093,124.788
12094,128.286
12095,132.044
12096,135.802
12097,139.560
12098,142.411
12099,145.521
12100,148.501
12101,150.963
12102,152.777
12103,154.462
12104,155.758
12105,156.406
12106,156.924
12107,157.054
12108,156.794
12109,156.406
12110,155.628
12111,154.851
12112,154.073
12113,152.777
12114,151.741
12115,150.834
12116,149.927
12117,149.020
12118,148.372
12119,147.594
12120,146.817
12121,146.428
12122,146.039
12123,146.039
12124,145.910
12125,145.780
12126,145.780
12127,146.039
12128,146.169
12129,146.557
12130,146.817
12131,146.946
12132,147.335
12133,147.465
12134,147.853
12135,147.983
12136,148.112
12137,148.372
12138,148.501
12139,148.242
12140,148.631
12141,148.112
12142,147.983
12143,147.205
12144,147.076
12145,146.557
12146,145.521
12147,144.484
12148,143.318
12149,142.022
12150,140.726
12151,138.783
12152,136.839
12153,135.154
12154,133.081
12155,130.878
12156,128.805
12157,127.120
12158,125.176
12159,123.751
12160,122.196
12161,121.030
12162,119.604
12163,118.438
12164,118.049
12165,117.401
12166,117.013
12167,117.013
12168,116.494
12169,117.142
12170,116.883
12171,117.661
12172,118.049
12173,118.568
12174,119.086
12175,119.475
12176,120.252
12177,120.900
12178,121.159
12179,122.066
12180,122.196
12181,122.973
12182,123.103
12183,123.103
12184,123.233
12185,123.362
12186,123.362
12187,123.233
12188,123.103
12189,122.455
12190,122.196
12191,121.807
12192,121.289
12193,120.771
12194,120.123
12195,119.604
12196,119.086
12197,118.568
12198,117.661
12199,117.272
12200,116.624
12201,115.976
12202,115.458
12203,114.939
12204,114.551
12205,113.903
12206,113.384
12207,112.737
12208,112.218
12209,111.570
12210,111.311
12211,110.793
12212,110.274
12213,109.886
12214,109.497
12215,109.108
12216,108.719
12217,108.590
12218,108.072
12219,107.683
12220,107.294
12221,107.035
12222,106.517
12223,106.387
12224,105.869
12225,105.609
12226,105.350
12227,104.962
12228,104.962
12229,104.184
12230,104.054
12231,103.925
12232,103.536
12233,103.147
12234,103.147
12235,102.888
12236,102.500
12237,102.500
12238,102.240
12239,102.240
12240,102.111
12241,101.852
12242,101.592
12243,101.204
12244,101.463
12245,101.333
12246,101.204
12247,100.685
12248,100.945
12249,100.815
12250,100.685
12251,100.426
12252,100.685
12253,100.426
12254,100.556
12255,100.297
12256,100.297
12257,100.297
12258,99.908
12259,99.908
12260,99.519
12261,99.390
12262,99.390
12263,99.001
12264,98.871
12265,98.482
12266,98.353
12267,98.094
12268,97.705
12269,97.446
12270,97.316
12271,96.927
12272,96.798
12273,96.150
12274,96.409
12275,96.150
12276,95.761
12277,95.761
12278,95.372
12279,95.243
12280,94.984
12281,94.725
12282,94.336
12283,93.818
12284,93.818
12285,93.688
12286,93.170
12287,93.170
12288,93.170
12289,92.781
12290,92.781
12291,92.392
12292,92.522
12293,92.133
12294,92.133
12295,92.003
12296,92.263
12297,92.133
12298,92.133
12299,92.392
12300,92.522
12301,92.651
12302,93.170
12303,93.688
12304,94.984
12305,96.409
12306,98.223
12307,100.297
12308,102.629
12309,105.350
12310,108.072
12311,111.182
12312,114.551
12313,118.179
12314,121.678
12315,125.047
12316,128.934
12317,132.692
12318,136.191
12319,139.819
12320,143.188
12321,146.298
12322,148.760
12323,151.222
12324,152.907
12325,154.332
12326,155.499
12327,156.147
12328,156.535
12329,156.147
12330,155.887
12331,155.369
12332,154.592
12333,153.296
12334,152.259
12335,151.222
12336,150.186
12337,148.890
12338,148.242
12339,147.076
12340,146.298
12341,145.521
12342,145.262
12343,144.484
12344,144.355
12345,144.095
12346,144.225
12347,144.225
12348,144.484
12349,144.484
12350,144.743
12351,145.002
12352,145.521
12353,145.780
12354,146.298
12355,146.557
12356,146.946
12357,147.076
12358,147.076
12359,147.465
12360,147.465
12361,147.594
12362,147.465
12363,147.465
12364,146.687
12365,146.557
12366,145.780
12367,145.262
12368,144.095
12369,142.929
12370,141.763
12371,140.208
12372,138.653
12373,136.839
12374,135.154
12375,132.822
12376,130.619
12377,128.416
12378,126.602
12379,124.788
12380,122.973
12381,121.289
12382,120.123
12383,118.568
12384,117.272
12385,116.494
12386,115.846
12387,115.328
12388,115.069
12389,114.939
12390,114.810
12391,115.458
12392,115.458
12393,115.846
12394,116.365
12395,116.883
12396,117.661
12397,118.049
12398,118.697
12399,119.475
12400,120.123
12401,120.641
12402,121.289
12403,121.807
12404,121.937
12405,122.066
12406,122.196
12407,122.455
12408,122.326
12409,122.196
12410,121.807
12411,121.548
12412,121.030
12413,120.900
12414,119.864
12415,119.604
12416,118.956
12417,118.179
12418,117.531
12419,117.013
12420,116.494
12421,115.587
12422,114.939
12423,114.291
12424,113.644
12425,113.255
12426,112.866
12427,112.089
12428,111.441
12429,110.922
12430,110.274
12431,109.886
12432,109.238
12433,108.849
12434,108.590
12435,108.201
12436,107.812
12437,107.553
12438,107.294
12439,106.646
12440,106.517
12441,106.257
12442,105.739
12443,105.480
12444,105.091
12445,104.832
12446,104.573
12447,104.314
12448,104.314
12449,103.536
12450,103.536
12451,103.147
12452,102.888
12453,102.500
12454,102.370
12455,102.240
12456,101.981
12457,101.852
12458,101.463
12459,101.463
12460,101.074
12461,100.945
12462,100.815
12463,100.426
12464,100.037
12465,99.908
12466,99.908
12467,99.908
12468,99.130
12469,99.260
12470,99.001
12471,98.871
12472,99.001
12473,98.742
12474,98.353
12475,98.223
12476,97.835
12477,97.964
12478,97.835
12479,97.446
12480,97.446
12481,97.316
12482,96.927
12483,96.927
12484,96.927
12485,96.409
12486,96.409
12487,96.280
12488,96.280
12489,95.891
12490,95.761
12491,95.761
12492,95.632
12493,95.502
12494,95.502
12495,95.113
12496,95.243
12497,95.113
12498,94.984
12499,94.725
12500,94.595
12501,94.465
12502,94.077
12503,94.206
12504,93.688
12505,93.688
12506,93.299
12507,93.170
12508,93.170
12509,92.910
12510,92.522
12511,92.133
12512,92.263
12513,91.744
12514,91.615
12515,91.744
12516,91.226
12517,91.096
12518,90.578
12519,90.578
12520,90.189
12521,90.189
12522,90.189
12523,89.800
12524,89.541
12525,89.023
12526,89.153
12527,89.023
12528,89.023
12529,88.634
12530,88.505
12531,87.986
12532,88.116
12533,87.857
12534,87.857
12535,87.468
12536,87.338
12537,87.468
12538,87.338
12539,87.209
12540,87.079
12541,87.209
12542,86.690
12543,87.209
12544,87.338
12545,87.857
12546,88.505
12547,89.153
12548,90.448
12549,92.003
12550,93.947
12551,96.280
12552,99.001
12553,101.592
12554,104.832
12555,107.942
12556,111.182
12557,114.939
12558,118.568
12559,122.455
12560,126.213
12561,129.841
12562,133.470
12563,136.968
12564,140.078
12565,142.929
12566,145.521
12567,148.112
12568,149.667
12569,151.222
12570,152.129
12571,152.518
12572,152.648
12573,152.259
12574,151.741
12575,150.834
12576,149.797
12577,148.501
12578,147.205
12579,145.910
12580,144.743
12581,143.188
12582,142.152
12583,140.985
12584,140.208
12585,139.171
12586,138.783
12587,138.005
12588,137.616
12589,137.357
12590,137.357
12591,137.228
12592,137.357
12593,137.228
12594,137.875
12595,138.264
12596,138.264
12597,138.653
12598,139.301
12599,139.560
12600,139.690
12601,139.819
12602,140.338
12603,140.338
12604,140.338
12605,140.467
12606,140.467
12607,140.208
12608,140.078
12609,139.301
12610,138.394
12611,137.616
12612,136.709
12613,135.673
12614,134.247
12615,132.692
12616,130.878
12617,128.934
12618,127.250
12619,125.047
12620,123.233
12621,121.289
12622,119.604
12623,118.179
12624,116.883
12625,115.458
12626,114.421
12627,113.384
12628,112.866
12629,112.348
12630,111.959
12631,111.570
12632,111.700
12633,111.829
12634,112.477
12635,112.607
12636,112.996
12637,113.644
12638,114.421
12639,114.810
12640,115.846
12641,116.365
12642,117.013
12643,117.272
12644,117.920
12645,118.309
12646,118.568
12647,118.697
12648,118.956
12649,118.956
12650,118.956
12651,119.086
12652,118.438
12653,118.309
12654,117.790
12655,117.531
12656,117.272
12657,116.754
12658,116.235
12659,115.458
12660,114.939
12661,114.421
12662,113.903
12663,113.384
12664,112.866
12665,112.218
12666,111.700
12667,111.311
12668,110.404
12669,109.886
12670,109.497
12671,108.979
12672,108.849
12673,108.201
12674,107.683
12675,107.294
12676,106.905
12677,106.128
12678,105.609
12679,105.739
12680,105.091
12681,104.832
12682,104.573
12683,104.054
12684,103.795
12685,103.536
12686,103.147
12687,103.018
12688,102.759
12689,102.500
12690,101.981
12691,101.852
12692,101.592
12693,101.333
12694,100.945
12695,100.945
12696,100.297
12697,100.426
12698,100.167
12699,99.908
12700,99.649
12701,99.130
12702,99.130
12703,99.130
12704,98.742
12705,98.742
12706,98.353
12707,98.353
12708,98.482
12709,97.835
12710,97.835
12711,97.835
12712,97.835
12713,97.316
12714,97.316
12715,97.316
12716,97.187
12717,97.187
12718,96.927
12719,96.798
12720,96.798
12721,96.539
12722,96.280
12723,96.280
12724,96.150
12725,95.761
12726,95.761
12727,95.502
12728,95.372
12729,95.243
12730,94.854
12731,94.595
12732,94.595
12733,94.206
12734,94.206
12735,93.818
12736,93.818
12737,93.170
12738,93.170
12739,93.040
12740,92.781
12741,92.522
12742,92.522
12743,92.133
12744,92.003
12745,92.003
12746,91.615
12747,91.615
12748,91.096
12749,91.096
12750,90.448
12751,90.578
12752,90.060
12753,90.319
12754,90.060
12755,89.930
12756,89.541
12757,89.541
12758,89.153
12759,89.153
12760,89.153
12761,89.023
12762,89.153
12763,88.893
12764,88.893
12765,88.764
12766,88.505
12767,88.764
12768,88.375
12769,88.505
12770,88.893
12771,89.023
12772,89.800
12773,90.708
12774,92.133
12775,93.688
12776,95.243
12777,97.575
12778,99.908
12779,102.888
12780,105.609
12781,108.590
12782,111.959
12783,115.458
12784,119.086
12785,122.196
12786,125.824
12787,129.323
12788,132.563
12789,135.673
12790,138.653
12791,141.504
12792,143.707
12793,145.521
12794,147.076
12795,148.372
12796,148.631
12797,149.149
12798,148.890
12799,148.501
12800,147.983
12801,146.817
12802,145.391
12803,144.095
12804,142.800
12805,141.374
12806,139.949
12807,138.523
12808,137.098
12809,135.932
12810,135.154
12811,134.118
12812,133.081
12813,132.174
12814,132.044
12815,131.915
12816,131.656
12817,131.137
12818,131.526
12819,131.526
12820,131.396
12821,131.526
12822,132.174
12823,132.174
12824,132.303
12825,132.692
12826,132.822
12827,133.081
12828,133.081
12829,133.210
12830,133.340
12831,133.081
12832,132.822
12833,132.433
12834,131.785
12835,131.008
12836,129.841
12837,128.675
12838,127.250
12839,125.824
12840,124.269
12841,122.326
12842,120.641
12843,118.697
12844,117.013
12845,115.458
12846,114.032
12847,112.866
12848,111.182
12849,110.534
12850,109.756
12851,109.238
12852,108.460
12853,108.590
12854,108.590
12855,108.590
12856,108.719
12857,109.497
12858,109.886
12859,110.404
12860,110.663
12861,111.700
12862,112.348
12863,113.125
12864,113.903
12865,114.291
12866,114.939
12867,115.199
12868,115.976
12869,115.976
12870,116.106
12871,116.365
12872,116.494
12873,116.235
12874,115.976
12875,115.846
12876,115.587
12877,114.939
12878,114.421
12879,114.032
12880,113.644
12881,112.996
12882,112.477
12883,111.700
12884,111.052
12885,110.793
12886,109.756
12887,109.367
12888,108.979
12889,108.331
12890,108.072
12891,107.424
12892,106.517
12893,106.387
12894,106.128
12895,105.609
12896,105.091
12897,104.573
12898,104.443
12899,104.054
12900,103.925
12901,103.536
12902,103.018
12903,102.629
12904,102.370
12905,101.981
12906,101.981
12907,101.204
12908,101.333
12909,101.074
12910,100.556
12911,100.556
12912,100.426
12913,100.037
12914,99.519
12915,99.649
12916,99.390
12917,98.871
12918,98.742
12919,98.482
12920,98.353
12921,98.353
12922,97.835
12923,97.316
12924,97.446
12925,97.316
12926,97.057
12927,96.798
12928,96.539
12929,96.280
12930,96.409
12931,96.150
12932,96.020
12933,96.020
12934,95.761
12935,95.632
12936,95.632
12937,95.372
12938,95.372
12939,95.243
12940,95.113
12941,94.984
12942,94.725
12943,94.595
12944,94.206
12945,94.336
12946,94.077
12947,93.688
12948,93.299
12949,93.299
12950,93.429
12951,93.040
12952,92.651
12953,92.651
12954,92.651
12955,92.133
12956,91.744
12957,92.003
12958,91.615
12959,91.355
12960,91.096
12961,91.096
12962,90.708
12963,90.708
12964,90.448
12965,90.060
12966,90.060
12967,89.800
12968,89.671
12969,89.153
12970,89.023
12971,89.023
12972,88.764
12973,88.505
12974,88.764
12975,88.505
12976,88.375
12977,88.505
12978,88.245
12979,88.375
12980,88.245
12981,88.245
12982,88.245
12983,88.505
12984,89.153
12985,89.800
12986,90.708
12987,92.003
12988,94.077
12989,95.761
12990,97.964
12991,100.426
12992,103.407
12993,106.387
12994,109.756
12995,113.125
12996,116.494
12997,120.511
12998,123.881
12999,127.379
13000,131.008
13001,134.506
13002,137.357
13003,140.467
13004,143.318
13005,145.521
13006,147.594
13007,148.631
13008,149.927
13009,150.445
13010,150.315
13011,150.445
13012,149.797
13013,149.020
13014,147.983
13015,146.946
13016,145.650
13017,144.225
13018,142.670
13019,141.115
13020,139.949
13021,138.783
13022,137.746
13023,136.580
13024,136.191
13025,135.413
13026,134.895
13027,134.118
13028,133.858
13029,133.988
13030,134.118
13031,133.599
13032,134.118
13033,134.247
13034,134.636
13035,135.025
13036,135.284
13037,135.673
13038,135.673
13039,136.191
13040,136.320
13041,136.450
13042,136.968
13043,136.968
13044,136.709
13045,136.580
13046,136.580
13047,136.061
13048,135.543
13049,134.765
13050,134.118
13051,133.081
13052,131.915
13053,130.360
13054,128.805
13055,126.861
13056,125.176
13057,123.492
13058,121.678
13059,119.604
13060,117.661
13061,116.365
13062,114.939
13063,113.384
13064,111.959
13065,111.441
13066,110.404
13067,109.756
13068,109.497
13069,109.238
13070,109.108
13071,109.108
13072,109.238
13073,109.497
13074,109.886
13075,110.274
13076,110.922
13077,111.570
13078,112.089
13079,112.996
13080,113.255
13081,113.903
13082,114.162
13083,114.939
13084,115.458
13085,115.587
13086,115.717
13087,115.717
13088,115.846
13089,115.717
13090,115.587
13091,115.458
13092,114.939
13093,114.939
13094,114.032
13095,113.773
13096,113.384
13097,112.866
13098,111.829
13099,111.570
13100,111.052
13101,110.274
13102,109.756
13103,108.849
13104,108.590
13105,107.942
13106,107.553
13107,106.646
13108,106.387
13109,105.609
13110,105.091
13111,104.962
13112,104.054
13113,103.666
13114,103.018
13115,103.018
13116,102.629
13117,102.111
13118,101.852
13119,101.333
13120,100.945
13121,100.556
13122,100.167
13123,99.778
13124,99.519
13125,99.390
13126,99.130
13127,99.001
13128,98.482
13129,98.094
13130,98.223
13131,97.446
13132,97.705
13133,97.316
13134,96.927
13135,96.798
13136,96.668
13137,96.150
13138,96.150
13139,95.891
13140,95.761
13141,95.502
13142,95.372
13143,95.372
13144,95.243
13145,94.854
13146,94.854
13147,95.113
13148,94.725
13149,94.725
13150,94.595
13151,94.595
13152,93.947
13153,94.077
13154,94.077
13155,94.077
13156,94.077
13157,93.688
13158,93.688
13159,93.688
13160,93.170
13161,93.299
13162,93.040
13163,93.170
13164,92.522
13165,92.263
13166,92.133
13167,92.133
13168,91.874
13169,91.744
13170,91.096
13171,91.096
13172,91.096
13173,90.189
13174,90.578
13175,90.060
13176,90.060
13177,89.541
13178,89.541
13179,89.541
13180,88.764
13181,88.634
13182,88.505
13183,88.375
13184,88.245
13185,87.986
13186,87.598
13187,87.727
13188,87.079
13189,87.209
13190,86.950
13191,86.950
13192,86.172
13193,86.431
13194,86.431
13195,85.913
13196,86.302
13197,86.043
13198,85.913
13199,85.913
13200,86.172
13201,86.302
13202,86.172
13203,86.302
13204,86.820
13205,87.598
13206,88.505
13207,89.930
13208,91.615
13209,93.688
13210,96.150
13211,98.482
13212,101.592
13213,104.573
13214,108.072
13215,111.441
13216,114.939
13217,118.697
13218,122.585
13219,125.824
13220,129.712
13221,133.470
13222,136.709
13223,139.690
13224,142.540
13225,145.002
13226,147.076
13227,148.242
13228,149.667
13229,150.186
13230,150.445
13231,150.186
13232,149.797
13233,149.020
13234,147.983
13235,146.817
13236,145.262
13237,143.966
13238,142.411
13239,140.856
13240,139.301
13241,138.135
13242,137.228
13243,136.191
13244,135.154
13245,134.636
13246,133.858
13247,133.729
13248,133.210
13249,133.081
13250,133.081
13251,133.210
13252,133.470
13253,133.599
13254,133.858
13255,134.247
13256,134.506
13257,134.895
13258,135.413
13259,135.673
13260,136.061
13261,136.191
13262,136.320
13263,136.709
13264,136.709
13265,136.709
13266,136.191
13267,136.191
13268,135.673
13269,134.765
13270,134.118
13271,133.340
13272,132.044
13273,130.748
13274,129.064
13275,127.898
13276,125.824
13277,124.010
13278,122.196
13279,120.641
13280,118.697
13281,117.013
13282,115.458
13283,113.773
13284,112.607
13285,111.570
13286,110.534
13287,109.627
13288,109.108
13289,108.979
13290,108.460
13291,108.590
13292,108.331
13293,108.719
13294,108.849
13295,109.238
13296,109.756
13297,110.274
13298,110.663
13299,111.441
13300,112.089
13301,112.607
